tconst,FullText
tt0119116,"the fifth element: in 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity. new york cab driver korben dallas didnt mean to be a hero. but he just picked up the kind of fare that only comes along every five thousand years - a perfect beauty, a perfect being, a perfect weapon. now, together, they must save the world. (columbia tristar) clone taxi cyborg egypt future stowaway space travel race against time arms dealer love alien priest end of the world good vs evil shootout police chase cab driver new york city space opera military opera singer resort hotel ancient astronaut archeologist ancient evil cruise liner"
tt0119137,"flubber: professor phillip brainard, an absent minded professor, works with his assistant weebo, trying to create a substance thats a new source of energy and that will save medfield college where his sweetheart sara is the president. he has missed his wedding twice, and on the afternoon of his third wedding, professor brainard creates flubber, which allows objects to fly through the air. robin williams stars in this remake of disneys the absent minded professor. wedding vows inventor slime green flight mad scientist wedding"
tt0119174,"the game: in honor of his birthday, san francisco banker nicholas van orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, conrad -- a gift certificate to play a unique kind of game. in nearly a nanosecond, nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins. there are no rules in ?the game.? and that will make life very difficult for nicholas van orton (douglas), a successful businessman who is always in control. van orton lives a well-ordered life, until an unexpected birthday gift from his brother destroys it all.  (universal)
 brother brother relationship birthday danger of life birthday party surprising"
tt0119177,"gattaca: science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their dna. the young vincent freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the gattaca space program. an engrossing sci-fi thriller about an all-too-human man who dares to defy a system obsessed with genetic perfection.  [sony] paraplegic suicide attempt cheating dna spaceman new identity heart disease false identity blood sample biotechnology space mission dystopia investigation genetics hostility exercise eugenics dystopic future"
tt0119203,glam
tt0119215,"good burger: two dim-witted teenagers are forced to save the fast food restaurant they work at from going out of business, despite a new-and-improved burger joint opening across the street that want to be the top dog in the fast food industry."
tt0119239,gupt: the hidden truth
tt0119247,half a chance
tt0119250,fireworks
tt0119272,heavens burning
tt0119282,"hercules: bestowed with superhuman strength, a young mortal named hercules sets out to prove himself a hero in the eyes of his father, the great god zeus. along with his friends pegasus, a flying horse, and phil, a personal trainer, hercules is tricked by the hilarious, hotheaded villain hades, whos plotting to take over mount olympus! in order to return home to mount olympus, hercules needs to prove he can move from zero to true hero with pegasus, the flying stallion, and phil -- a feisty personal trainer. along the way, hercules must match wits with grecian beauty meg and a comical hothead named hades who, with the help of pain and panic, plans to take over the universe. hades musical peasant animation aftercreditsstinger olympus hercules"
tt0119304,"home fries: dorian and angus chase down their womanizing stepfather with a helicopter, frightening him to death. in his effort to cover their tracks, dorian begins investigating his stepfathers mistress, sally. she works at a fast-food drive-through, shes pregnant and dorian quickly falls in love with her. unfortunately, his scheming mother wants sally dead. and sally isnt sure she wants dorian to be her childs father and also his brother. a romantic comedy about two brothers after the same woman?more or less! one wants to marry her. one wants to murder her.  (warner bros.) waitress infidelity planned murder pregnancy and birth funeral widow hamburger junk food"
tt0119327,hugo pool
tt0119361,in the company of men: a psychological love triangle set within 90s corporate culture.  (sony picture classics)
tt0119375,insomnia
tt0119385,iruvar
tt0119389,the island on bird street
tt0119432,"jungle 2 jungle: a man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to new york city, turning his life upside down in the process."
